post_id,post_type,platform,category,likes,shares,comments,views,engagement_rate,ctr,country,region,language,festival_relevance,relevant_festivals,timestamp,month,day_of_week,ad_spend,post_reach,age_group,gender
882,static_image,YouTube,Education,2277,1440,274,6276,0.64,0.23,Mexico,Urban,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-08-17 02:14:35,August,Saturday,2782.49,4474,55+,Male
883,carousel,Instagram,Politics,3006,816,121,6056,0.65,0.13,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-06-22 19:10:57,June,Saturday,649.69,4896,55+,Female
884,reel,TikTok,Social Issues,2725,91,616,14863,0.23,0.01,Mexico,Urban,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-12-30 03:39:21,December,Monday,3974.18,9541,25-34,Female
885,carousel,TikTok,Technology,0,0,0,0,0.0,0.0,Indonesia,Urban,Indonesian,No,None,2024-07-07 04:06:09,July,Sunday,0.0,0,18-24,Male
886,reel,Facebook,Food,4237,856,191,8606,0.61,0.1,Egypt,Rural,Arabic,No,"Ramadan, Eid al-Fitr",2024-08-16 05:18:46,August,Friday,4890.03,5317,45-54,Female
887,static_image,Twitter,Movies,1294,1209,738,3733,0.87,0.32,France,Rural,French,No,Bastille Day,2024-07-05 13:54:51,July,Friday,4289.73,2976,55+,Female
888,video,YouTube,Gaming,3847,609,297,6668,0.71,0.09,Egypt,Rural,Arabic,Yes,"Ramadan, Eid al-Fitr",2024-08-25 09:29:18,August,Sunday,4348.37,4611,35-44,Female
889,carousel,TikTok,Social Issues,4288,903,546,6400,0.9,0.14,Saudi Arabia,Rural,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-04-17 21:16:32,April,Wednesday,335.52,5756,25-34,Female
890,static_image,Facebook,Education,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-11-23 12:55:05,November,Saturday,0.0,0,35-44,Female
891,video,Twitter,Travel,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-05-06 03:23:23,May,Monday,0.0,0,25-34,Male
892,video,YouTube,Education,7263,702,462,12835,0.66,0.05,Greece,Urban,Greek,Yes,"Easter, Carnival",2024-01-13 06:44:32,January,Saturday,1528.01,8574,18-24,Other
893,carousel,YouTube,Travel,4371,410,142,516,9.54,0.79,United Arab Emirates,Urban,Arabic,Yes,"National Day, Dubai Shopping Festival",2024-10-06 03:35:54,October,Sunday,2405.4,322,35-44,Other
894,video,Twitter,Sports,1816,806,126,5146,0.53,0.16,South Africa,Urban,Zulu,No,Heritage Day,2024-08-02 14:46:14,August,Friday,1569.54,3787,45-54,Male
895,static_image,YouTube,Entertainment,4163,532,259,5739,0.86,0.09,Saudi Arabia,Rural,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-06-01 05:44:38,June,Saturday,2291.95,4584,45-54,Male
896,reel,YouTube,Sports,565,843,723,11298,0.19,0.07,Canada,Rural,English,No,,2024-08-15 17:18:49,August,Thursday,2054.58,9106,45-54,Male
897,carousel,Twitter,Gaming,7036,1476,474,13228,0.68,0.11,Greece,Rural,Greek,Yes,"Easter, Carnival",2024-01-12 20:45:59,January,Friday,241.81,10130,35-44,Male
898,reel,YouTube,Entertainment,140,706,67,8200,0.11,0.09,Mexico,Rural,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-02-01 12:02:21,February,Thursday,468.66,7274,18-24,Other
899,carousel,YouTube,Entertainment,2584,1380,354,568,7.6,2.43,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-07-17 08:15:37,July,Wednesday,208.48,451,25-34,Other
900,reel,YouTube,Technology,1162,319,619,4251,0.49,0.08,Australia,Rural,English,Yes,"Australia Day, Melbourne Cup",2024-10-01 01:30:46,October,Tuesday,2027.18,2705,45-54,Male
901,reel,YouTube,Health,1409,806,213,6896,0.35,0.12,Turkey,Urban,Turkish,No,"Republic Day, Ramadan",2024-03-01 13:19:47,March,Friday,497.24,6078,55+,Male
902,reel,Instagram,Education,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-06-10 04:56:36,June,Monday,0.0,0,35-44,Other
903,video,Twitter,Movies,374,128,116,2647,0.23,0.05,Turkey,Urban,Turkish,No,"Republic Day, Ramadan",2024-07-21 23:29:19,July,Sunday,914.17,2265,45-54,Female
904,static_image,Instagram,Health,743,600,200,1193,1.29,0.5,Egypt,Rural,Arabic,No,"Ramadan, Eid al-Fitr",2024-08-07 18:58:50,August,Wednesday,1329.84,811,25-34,Male
905,reel,YouTube,Movies,591,592,448,1640,0.99,0.36,South Korea,Urban,Korean,Yes,"Chuseok, Seollal",2024-04-12 02:47:51,April,Friday,3553.17,1447,35-44,Male
906,reel,Facebook,Education,3584,455,300,5486,0.79,0.08,Japan,Urban,Japanese,Yes,"Cherry Blossom Festival, Obon",2024-06-12 22:03:40,June,Wednesday,1024.75,4521,25-34,Male
907,static_image,Instagram,Finance,825,476,392,514,3.29,0.93,Spain,Rural,Spanish,Yes,"La Tomatina, Running of the Bulls",2024-09-30 03:40:42,September,Monday,2215.03,367,18-24,Male
908,reel,TikTok,Technology,1795,50,102,7638,0.25,0.01,Saudi Arabia,Rural,Arabic,Yes,"Eid al-Fitr, Eid al-Adha",2024-03-15 17:41:59,March,Friday,3737.47,5926,18-24,Female
909,carousel,Twitter,Education,4688,101,316,6665,0.77,0.02,United Kingdom,Urban,English,Yes,"Christmas, Easter, Bonfire Night",2024-12-27 18:25:38,December,Friday,1894.41,4865,55+,Female
910,carousel,Facebook,Fashion,3023,715,477,5651,0.75,0.13,Spain,Urban,Spanish,Yes,"La Tomatina, Running of the Bulls",2024-09-02 14:47:12,September,Monday,1972.0,4834,45-54,Other
911,static_image,Facebook,Technology,7179,1042,717,9507,0.94,0.11,France,Urban,French,No,Bastille Day,2024-01-16 05:39:59,January,Tuesday,3281.18,6084,18-24,Male
912,reel,Facebook,Entertainment,3708,666,90,7092,0.63,0.09,India,Rural,Bengali,No,"Diwali, Holi, Eid",2024-04-04 19:31:16,April,Thursday,951.3,4910,35-44,Other
913,static_image,Instagram,Finance,1024,965,178,9178,0.24,0.11,France,Rural,French,No,Bastille Day,2024-02-29 22:49:37,February,Thursday,2842.28,6731,45-54,Male
914,video,YouTube,Fashion,3028,484,301,131,29.11,3.69,India,Urban,Hindi,Yes,"Diwali, Holi, Eid",2024-09-28 15:28:55,September,Saturday,2467.12,104,45-54,Male
915,static_image,Instagram,Health,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-09-22 13:15:28,September,Sunday,0.0,0,45-54,Other
916,carousel,TikTok,Education,480,682,291,5413,0.27,0.13,South Africa,Urban,Afrikaans,No,Heritage Day,2024-11-02 08:35:06,November,Saturday,4112.46,3516,25-34,Female
917,carousel,Facebook,Travel,3982,846,11,8692,0.56,0.1,Saudi Arabia,Rural,Arabic,Yes,"Eid al-Fitr, Eid al-Adha",2024-05-30 06:49:08,May,Thursday,480.9,6298,55+,Other
918,carousel,Twitter,Gaming,118,41,277,6742,0.06,0.01,Turkey,Rural,Turkish,No,"Republic Day, Ramadan",2024-02-17 10:59:14,February,Saturday,1144.04,4739,35-44,Female
919,carousel,YouTube,Technology,2688,513,85,1506,2.18,0.34,Egypt,Rural,Arabic,No,"Ramadan, Eid al-Fitr",2024-08-06 02:24:04,August,Tuesday,2061.44,951,25-34,Other
920,video,YouTube,Health,4794,539,494,3983,1.46,0.14,Australia,Urban,English,Yes,"Australia Day, Melbourne Cup",2024-11-18 08:57:12,November,Monday,4938.81,3357,35-44,Other
921,static_image,YouTube,Food,428,284,420,1141,0.99,0.25,Australia,Urban,English,No,"Australia Day, Melbourne Cup",2024-05-09 17:43:56,May,Thursday,899.56,692,25-34,Other
922,static_image,YouTube,Entertainment,499,275,361,1217,0.93,0.23,Indonesia,Rural,Indonesian,No,,2024-07-07 10:23:40,July,Sunday,3909.37,1077,55+,Female
923,video,Facebook,Education,1357,14,497,9692,0.19,0.0,France,Rural,French,No,Bastille Day,2024-01-23 22:15:15,January,Tuesday,2854.24,7097,25-34,Male
924,static_image,TikTok,Health,257,975,136,9369,0.15,0.1,China,Urban,Mandarin,No,"Chinese New Year, Mid-Autumn Festival",2024-07-09 15:44:55,July,Tuesday,4097.61,7428,55+,Other
925,carousel,Facebook,Fashion,2178,722,458,3046,1.1,0.24,Germany,Urban,German,No,Oktoberfest,2024-10-29 05:30:39,October,Tuesday,1625.03,2282,25-34,Female
926,static_image,Twitter,Health,3872,793,459,9803,0.52,0.08,Saudi Arabia,Rural,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-02-24 10:38:12,February,Saturday,4140.02,8285,45-54,Male
927,carousel,Facebook,Politics,4450,757,484,8223,0.69,0.09,Brazil,Urban,Portuguese,Yes,Carnival,2024-02-14 21:27:32,February,Wednesday,4332.4,5057,55+,Male
928,static_image,Facebook,Health,2977,28,280,7390,0.44,0.0,Indonesia,Rural,Indonesian,No,,2024-04-03 19:17:39,April,Wednesday,370.2,6467,25-34,Female
929,static_image,Facebook,Food,3271,14,499,5152,0.73,0.0,Turkey,Urban,Turkish,No,"Republic Day, Ramadan",2024-09-26 07:16:11,September,Thursday,2266.47,4055,25-34,Female
930,static_image,Facebook,Technology,3396,176,16,5709,0.63,0.03,Australia,Urban,English,No,"Australia Day, Melbourne Cup",2024-02-20 12:45:51,February,Tuesday,1609.62,4080,45-54,Female
931,video,Twitter,Food,1057,421,123,4783,0.33,0.09,France,Urban,French,Yes,Bastille Day,2024-11-03 12:39:51,November,Sunday,1643.79,3511,25-34,Other
932,carousel,Facebook,Gaming,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-05-29 20:21:00,May,Wednesday,0.0,0,35-44,Other
933,video,Instagram,Health,1702,888,26,963,2.72,0.92,Brazil,Urban,Portuguese,Yes,Carnival,2024-12-06 15:20:22,December,Friday,3040.53,694,25-34,Other
934,reel,Instagram,Technology,3145,76,19,4860,0.67,0.02,France,Rural,French,Yes,Bastille Day,2024-09-16 10:43:16,September,Monday,1424.87,4175,55+,Female
935,carousel,Twitter,Social Issues,3114,883,130,2208,1.87,0.4,Turkey,Urban,Turkish,No,"Republic Day, Ramadan",2024-06-16 17:55:31,June,Sunday,3829.72,1442,45-54,Other
936,static_image,Twitter,Finance,4112,39,97,2153,1.97,0.02,France,Urban,French,Yes,Bastille Day,2024-05-31 18:26:58,May,Friday,3940.69,1774,35-44,Female
937,carousel,Twitter,Travel,1429,934,479,7496,0.38,0.12,United States,Rural,English,Yes,"Thanksgiving, Independence Day, Halloween",2024-06-28 08:55:31,June,Friday,99.96,5930,55+,Other
938,carousel,Instagram,Technology,1410,830,104,394,5.95,2.11,South Africa,Rural,Zulu,No,Heritage Day,2024-07-28 11:46:05,July,Sunday,3705.62,241,55+,Female
939,static_image,TikTok,Technology,3510,199,205,2010,1.95,0.1,Italy,Rural,Italian,No,"Venice Carnival, Easter",2024-06-11 12:03:06,June,Tuesday,2358.84,1739,35-44,Female
940,carousel,Facebook,Fashion,996,706,181,2088,0.9,0.34,France,Rural,French,Yes,Bastille Day,2024-12-02 11:50:25,December,Monday,1119.81,1533,18-24,Female
941,carousel,Twitter,Technology,3414,460,126,9777,0.41,0.05,United States,Rural,English,No,"Thanksgiving, Independence Day, Halloween",2024-02-17 10:50:40,February,Saturday,4167.65,6684,25-34,Female
942,static_image,Facebook,Music,2532,676,275,8011,0.43,0.08,Saudi Arabia,Urban,Arabic,Yes,"Eid al-Fitr, Eid al-Adha",2024-03-19 02:56:11,March,Tuesday,2705.33,5331,45-54,Male
943,carousel,TikTok,Food,1690,501,70,6342,0.36,0.08,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-08-08 05:25:07,August,Thursday,4894.63,3843,18-24,Female
944,carousel,Twitter,Sports,0,0,0,0,0.0,0.0,China,Rural,Mandarin,No,None,2024-01-04 05:09:29,January,Thursday,0.0,0,45-54,Other
945,reel,Twitter,Technology,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-04-06 05:59:14,April,Saturday,0.0,0,45-54,Female
946,reel,Instagram,Finance,2237,452,267,8919,0.33,0.05,United States,Urban,English,No,"Thanksgiving, Independence Day, Halloween",2024-04-19 22:35:12,April,Friday,1318.81,7583,18-24,Female
947,static_image,TikTok,Technology,4944,999,454,2779,2.3,0.36,Germany,Urban,German,Yes,Oktoberfest,2024-04-24 07:24:31,April,Wednesday,1277.71,2434,55+,Other
948,static_image,Instagram,Health,1517,771,366,3415,0.78,0.23,South Africa,Urban,Zulu,Yes,Heritage Day,2024-04-08 08:34:40,April,Monday,3500.41,2274,25-34,Female
949,carousel,TikTok,Travel,4744,1032,262,13348,0.45,0.08,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-07-14 16:06:44,July,Sunday,4771.69,11007,35-44,Other
950,video,Instagram,Entertainment,3267,1207,420,744,6.58,1.62,Japan,Urban,Japanese,No,"Cherry Blossom Festival, Obon",2024-12-05 19:10:27,December,Thursday,2126.53,448,25-34,Male
951,static_image,Facebook,Health,4473,536,253,145,36.29,3.7,Canada,Rural,French,No,,2024-01-16 22:38:56,January,Tuesday,2253.83,96,18-24,Male
952,static_image,YouTube,Health,3099,286,565,6895,0.57,0.04,Greece,Rural,Greek,No,"Easter, Carnival",2024-04-06 23:38:02,April,Saturday,2110.93,4172,35-44,Female
953,video,Twitter,Entertainment,3828,809,247,3359,1.45,0.24,France,Rural,French,No,Bastille Day,2024-08-13 13:43:08,August,Tuesday,796.04,2783,55+,Male
954,video,Instagram,Entertainment,2880,738,443,4543,0.89,0.16,Brazil,Rural,Portuguese,Yes,Carnival,2024-02-07 05:23:54,February,Wednesday,4261.69,3228,55+,Female
955,reel,TikTok,Food,2758,304,37,6182,0.5,0.05,France,Rural,French,No,Bastille Day,2024-11-23 23:56:52,November,Saturday,2867.22,4957,55+,Female
956,video,Facebook,Education,4895,49,456,850,6.35,0.06,Australia,Rural,English,No,"Australia Day, Melbourne Cup",2024-02-13 20:21:11,February,Tuesday,1439.56,551,25-34,Female
957,reel,Twitter,Health,957,66,157,615,1.92,0.11,United Arab Emirates,Urban,English,No,"National Day, Dubai Shopping Festival",2024-08-26 16:57:52,August,Monday,2497.25,409,45-54,Female
958,carousel,YouTube,Finance,697,747,25,3517,0.42,0.21,Saudi Arabia,Rural,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-08-27 03:43:36,August,Tuesday,4949.5,3130,55+,Other
959,static_image,YouTube,Social Issues,1458,398,383,4614,0.49,0.09,France,Rural,French,No,Bastille Day,2024-06-23 07:24:02,June,Sunday,2128.13,4065,55+,Female
960,video,YouTube,Social Issues,4998,715,729,5674,1.14,0.13,Brazil,Rural,Portuguese,No,Carnival,2024-06-17 09:05:04,June,Monday,1745.61,4948,55+,Female
961,carousel,Instagram,Movies,523,27,182,8135,0.09,0.0,Canada,Urban,English,No,,2024-01-10 11:30:09,January,Wednesday,129.78,6040,45-54,Female
962,carousel,YouTube,Politics,481,78,118,1296,0.52,0.06,United States,Rural,English,No,"Thanksgiving, Independence Day, Halloween",2024-03-08 12:50:08,March,Friday,1185.45,794,55+,Other
963,reel,Facebook,Movies,1542,819,213,5635,0.46,0.15,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-12-04 01:51:29,December,Wednesday,2582.33,3811,45-54,Male
964,static_image,TikTok,Entertainment,375,411,481,2155,0.59,0.19,Brazil,Urban,Portuguese,No,Carnival,2024-12-27 17:04:11,December,Friday,1305.02,1827,25-34,Other
965,video,YouTube,Social Issues,4107,32,250,416,10.55,0.08,Egypt,Urban,Arabic,Yes,"Ramadan, Eid al-Fitr",2024-05-13 23:29:23,May,Monday,3210.06,283,18-24,Female
966,carousel,TikTok,Gaming,697,88,294,8630,0.13,0.01,Saudi Arabia,Rural,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-08-30 09:04:37,August,Friday,2482.57,7747,35-44,Female
967,static_image,TikTok,Politics,2295,846,237,9070,0.37,0.09,United States,Rural,English,Yes,"Thanksgiving, Independence Day, Halloween",2024-06-23 09:40:42,June,Sunday,4646.83,5846,55+,Other
968,carousel,Instagram,Movies,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-02-03 00:05:35,February,Saturday,0.0,0,25-34,Other
969,reel,YouTube,Education,3006,64,207,9904,0.33,0.01,Mexico,Urban,Spanish,No,"Day of the Dead, Cinco de Mayo",2024-11-27 15:53:02,November,Wednesday,4231.1,8188,18-24,Female
970,carousel,Facebook,Social Issues,5620,1042,196,14919,0.46,0.07,Saudi Arabia,Rural,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-06-24 12:19:10,June,Monday,1969.75,12785,45-54,Female
971,reel,TikTok,Entertainment,1008,535,233,661,2.69,0.81,South Korea,Urban,Korean,Yes,"Chuseok, Seollal",2024-12-25 15:20:54,December,Wednesday,2987.17,518,45-54,Other
972,reel,TikTok,Fashion,4327,60,409,7128,0.67,0.01,France,Rural,French,No,Bastille Day,2024-10-16 06:51:05,October,Wednesday,2560.16,5251,55+,Male
973,reel,Twitter,Movies,408,967,168,3274,0.47,0.3,France,Urban,French,No,Bastille Day,2024-11-29 00:05:03,November,Friday,2578.39,2506,55+,Female
974,video,TikTok,Gaming,767,607,55,3129,0.46,0.19,United Arab Emirates,Urban,English,No,"National Day, Dubai Shopping Festival",2024-12-03 12:09:19,December,Tuesday,3852.95,2783,35-44,Other
975,reel,Instagram,Technology,4071,343,525,7399,0.67,0.05,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-04-13 00:22:11,April,Saturday,2751.28,4610,55+,Female
976,static_image,YouTube,Gaming,550,972,321,9799,0.19,0.1,Egypt,Rural,Arabic,No,"Ramadan, Eid al-Fitr",2024-10-16 22:53:24,October,Wednesday,2136.26,6913,25-34,Other
977,static_image,TikTok,Travel,1070,976,438,3485,0.71,0.28,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-09-12 09:11:14,September,Thursday,2924.76,2573,35-44,Other
978,static_image,Instagram,Fashion,3030,582,334,7107,0.56,0.08,Brazil,Rural,Portuguese,No,Carnival,2024-10-08 15:05:05,October,Tuesday,59.62,6340,35-44,Male
979,reel,Facebook,Entertainment,6435,1335,22,13735,0.57,0.1,Spain,Rural,Spanish,No,"La Tomatina, Running of the Bulls",2024-04-28 23:53:28,April,Sunday,3318.33,12010,25-34,Other
980,static_image,YouTube,Movies,4299,170,454,6513,0.76,0.03,Germany,Urban,German,Yes,Oktoberfest,2024-01-13 13:44:46,January,Saturday,3872.42,4792,45-54,Female
981,static_image,Instagram,Food,3310,463,496,8149,0.52,0.06,Spain,Urban,Spanish,No,"La Tomatina, Running of the Bulls",2024-01-26 16:15:11,January,Friday,966.54,5833,25-34,Female
982,carousel,YouTube,Politics,4157,482,103,4938,0.96,0.1,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-09-25 12:44:56,September,Wednesday,3219.37,4126,45-54,Other
983,reel,YouTube,Politics,7431,852,84,9984,0.84,0.09,Germany,Rural,German,No,Oktoberfest,2024-03-25 01:59:03,March,Monday,3156.18,6491,35-44,Female
984,video,Instagram,Social Issues,1713,1279,153,9039,0.35,0.14,Mexico,Urban,Spanish,Yes,"Day of the Dead, Cinco de Mayo",2024-09-27 05:39:21,September,Friday,412.23,7745,45-54,Male
985,static_image,Twitter,Sports,7362,1437,342,6976,1.31,0.21,Spain,Urban,Spanish,No,"La Tomatina, Running of the Bulls",2024-07-25 17:40:29,July,Thursday,258.68,4429,45-54,Male
986,static_image,Instagram,Sports,1436,211,412,7682,0.27,0.03,Egypt,Rural,Arabic,No,"Ramadan, Eid al-Fitr",2024-01-10 00:23:59,January,Wednesday,1898.46,6402,25-34,Male
987,video,Facebook,Food,4423,976,368,1626,3.55,0.6,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-09-26 08:38:45,September,Thursday,112.86,1321,45-54,Female
988,static_image,Instagram,Health,1476,622,391,1102,2.26,0.56,France,Urban,French,Yes,Bastille Day,2024-04-18 05:08:57,April,Thursday,1332.2,986,25-34,Male
989,static_image,TikTok,Food,3476,336,52,4573,0.84,0.07,United States,Urban,English,No,"Thanksgiving, Independence Day, Halloween",2024-08-17 00:35:54,August,Saturday,4807.8,3786,25-34,Female
990,reel,Instagram,Politics,0,0,0,0,0.0,0.0,China,Urban,Mandarin,No,None,2024-11-30 08:06:47,November,Saturday,0.0,0,55+,Other
991,video,YouTube,Politics,4293,724,423,1016,5.35,0.71,Saudi Arabia,Urban,Arabic,No,"Eid al-Fitr, Eid al-Adha",2024-07-08 23:31:55,July,Monday,3347.47,778,35-44,Other
992,carousel,Twitter,Movies,201,408,116,3689,0.2,0.11,Italy,Urban,Italian,No,"Venice Carnival, Easter",2024-09-06 17:22:21,September,Friday,4860.2,3245,35-44,Male
993,video,Twitter,Finance,321,797,457,2642,0.6,0.3,Egypt,Rural,Arabic,No,"Ramadan, Eid al-Fitr",2024-09-27 19:01:34,September,Friday,4312.99,1999,25-34,Other
994,video,YouTube,Sports,268,846,672,10404,0.17,0.08,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-07-03 05:13:47,July,Wednesday,4369.22,6938,35-44,Other
995,carousel,Twitter,Music,4178,253,261,2364,1.98,0.11,Turkey,Urban,Turkish,No,"Republic Day, Ramadan",2024-02-14 04:59:17,February,Wednesday,3738.29,1556,18-24,Other
996,video,YouTube,Health,765,623,84,5443,0.27,0.11,United Kingdom,Urban,English,No,"Christmas, Easter, Bonfire Night",2024-02-14 08:54:00,February,Wednesday,1094.73,4002,55+,Other
997,static_image,Instagram,Education,2164,992,207,2185,1.54,0.45,Turkey,Urban,Turkish,No,"Republic Day, Ramadan",2024-08-07 17:13:42,August,Wednesday,2041.67,1511,55+,Other
998,static_image,YouTube,Finance,5517,870,81,12264,0.53,0.07,South Korea,Urban,Korean,No,"Chuseok, Seollal",2024-04-01 00:44:52,April,Monday,2618.17,10506,55+,Female
999,reel,Facebook,Gaming,2338,233,295,4662,0.61,0.05,Greece,Urban,Greek,No,"Easter, Carnival",2024-11-17 05:27:46,November,Sunday,1596.14,3985,18-24,Female
1000,static_image,Facebook,Movies,4500,229,346,5105,0.99,0.04,South Africa,Rural,Zulu,No,Heritage Day,2024-10-13 10:14:47,October,Sunday,3793.43,4021,35-44,Other
